Date,Time,Year,Manufacturer,Contributory Factors,Phase of Flight,Crash Location,Departure,Destination,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground
3/17/1979,1944,1979,Tupolev,Weather Related,Other/Unknown,"Near Moscow, Russia",Moscow,Odessa,119,113,6,58,57,1,0
3/26/1979,,1979,Ilyushin,"Mechanical/System Failure, Fire/Smoke Onboard, Takeoff/Landing Incident, Collision",Takeoff/Initial Climb,"Luanda, Angola",Luanda-Berlin,,10,6,4,10,6,4,0
3/29/1979,,1979,Other,"Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Ste. Foy, PQ, Canada",Quebec,Montreal,24,21,3,17,14,3,0
4/14/1979,,1979,Other,Takeoff/Landing Incident,Landing/Approach,"Off Avalon, California","San Pedro, CA","Catalina, CA",11,10,1,1,1,0,0
4/18/1979,1823,1979,Other,"Pilot/Human Error, Takeoff/Landing Incident",Takeoff/Initial Climb,"Newark, New Jersey","Newark, NJ","Flushing, NY",18,15,3,3,3,0,0
4/23/1979,,1979,Other,Other/Undetermined,En route/Cruise,"Near Cuenca, Ecuador",Quito,Cuenca,57,52,5,57,52,5,0
5/25/1979,2040,1979,Bombardier/De Havilland,"Weather Related, Pilot/Human Error, Takeoff/Landing Incident",Takeoff/Initial Climb,"Bullen Point, Alaska",Bullen Point,Deadhorse,3,0,3,3,0,3,0
5/30/1979,2055,1979,Bombardier/De Havilland,"Weather Related, Pilot/Human Error, Mechanical/System Failure",Landing/Approach,"Rockland, Maine",Boston,Rockland,18,16,2,17,15,2,0
6/17/1979,2248,1979,Bombardier/De Havilland,Pilot/Human Error,Landing/Approach,"Hyannis, Massachusetts","New York, NY","Hyannis, MA",10,8,2,1,0,1,0
7/11/1979,1900,1979,Fokker,Pilot/Human Error,Landing/Approach,"Near Medan Airfield, Indonesia",Talang Betutu,Medan,61,57,4,61,57,4,0
7/12/1979,1020,1979,Other,Weather Related,On Ground,"Bua, Fiji",Suva-Nausori,Bua-Dama,9,8,1,9,8,1,0
7/12/1979,932,1979,Cessna,Weather Related,Other/Unknown,"Anchorage, Alaska","Anchorage, AK","Kenai, AK",7,6,1,7,6,1,0
7/23/1979,,1979,Boeing,"Weather Related, Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Landing/Approach,"Beirut, Lebanon",Training,,6,0,6,6,0,6,0
7/24/1979,922,1979,Bombardier/De Havilland,Takeoff/Landing Incident,Takeoff/Initial Climb,"St. Croix, Virgin Islands",St. Croix,St. Kitts,21,19,2,8,7,1,0
7/31/1979,1601,1979,Other,Other/Undetermined,Takeoff/Initial Climb,"Off Sumburgh, Shetlands, Scotland",,,47,44,3,17,15,2,0
8/2/1979,,1979,Cessna,Takeoff/Landing Incident,Takeoff/Initial Climb,"Canton, Ohio",,,3,2,1,1,0,1,0
8/3/1979,,1979,Other,Mechanical/System Failure,Landing/Approach,"Leningrad, USSR","Smolensk -	Leningrad (",,14,12,2,14,12,2,0
8/4/1979,,1979,Other,"Mechanical/System Failure, Intentional Act/Attack",Landing/Approach,"Near Panvel, India",Pune-Bombay,,45,40,5,45,40,5,0
8/11/1979,1335,1979,Tupolev,Other/Undetermined,Other/Unknown,"Near Volgograd, Russia",Tashkent,Donetsk,178,155,13,178,155,13,0
8/24/1979,,1979,Antonov,Mechanical/System Failure,Other/Unknown,"Near Enisseysk, USSR",Norisk,Krasnoyarsk,16,10,6,11,5,6,0
8/29/1979,26,1979,Tupolev,Loss of Control In-Flight (LOC-I),Other/Unknown,"Near Kirsanov, Russia",Kiev,Kazan,63,58,5,63,58,5,0
9/3/1979,101,1979,Antonov,Other/Undetermined,On Ground,"Andema, Russia",Arkhangelsk,Amderma,44,37,7,40,35,5,0
9/11/1979,,1979,Boeing,Other/Undetermined,Other/Unknown,"Off Taipei, Taiwan",Training,,6,0,6,6,0,6,0
9/14/1979,2047,1979,Douglas/McDonnell Douglas,"Pilot/Human Error, Collision",En route/Cruise,"Near Klamath Falls, Oregon",Redmond,Klamath Falls,12,10,2,12,10,2,0
9/14/1979,7,1979,Douglas/McDonnell Douglas,Weather Related,Landing/Approach,"Near Sarroch,  Italy",Alghero,Cagliari,31,27,4,31,27,4,0
9/18/1979,,1979,Other,Weather Related,On Ground,"Blink Horn Point, Canada",:  Comox-Port Hardy,,9,8,1,4,8,1,0
9/30/1979,1300,1979,Bombardier/De Havilland,Collision,Landing/Approach,"Porpoise Bay, British Columbia Canada",Vancouver,Sechelt,16,14,2,2,1,1,0
10/7/1979,2215,1979,Douglas/McDonnell Douglas,Other/Undetermined,Landing/Approach,"Athens, Greece",Zurich,Geneva,156,145,11,14,14,0,0
10/8/1979,1008,1979,Other,"Weather Related, Mechanical/System Failure",Other/Unknown,"Covington, Kentucky","Covington, KY","Nashville, TN",8,7,1,8,7,1,0
10/27/1979,715,1979,Antonov,Takeoff/Landing Incident,Takeoff/Initial Climb,"Lensk, Russia","Lensk -	Peleduy",,12,10,2,3,2,1,0
11/15/1979,1200,1979,Boeing,"Weather Related, Intentional Act/Attack, Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Near Chicago, Illinois",Chicago,Washington D.C.,78,72,6,0,0,0,0
11/16/1979,1840,1979,Other,Other/Undetermined,Landing/Approach,"Vologda, Russia",Positioning,,5,0,5,3,0,3,0
11/18/1979,456,1979,Lockheed,"Mechanical/System Failure, Loss of Control In-Flight (LOC-I)",Landing/Approach,"Granger, Utah","Ogden, UT","Las Vegas, NV",3,0,3,3,0,3,0
11/26/1979,203,1979,Boeing,"Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Near At Ta'if, Jeddah, Saudi Arabia",Jeddah,Karachi,156,145,11,156,145,11,0
11/30/1979,,1979,Other,Other/Undetermined,Unknown,"San Andres Island, Colombia",,,9,7,2,9,7,2,0
12/9/1979,,1979,Antonov,Other/Undetermined,Other/Unknown,"Cherskiy, Russia",,,7,2,5,7,2,5,0
12/12/1979,,1979,Other,Other/Undetermined,Unknown,"Apolo, Bolivia",,,11,,,10,,,0
12/18/1979,,1979,Douglas/McDonnell Douglas,Other/Undetermined,En route/Cruise,"Cerro Toledo Mountain, Colombia",Arauca,Bogota,21,16,5,21,16,5,0
12/22/1979,1400,1979,Bombardier/De Havilland,Weather Related,Other/Unknown,"Near Puerto Esperanza, Peru",Pucallpa,Puerto Esperanza,29,24,5,29,24,5,0
12/23/1979,,1979,Fokker,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Ankara, Turkey",Ankara,Samsun,45,41,4,41,38,3,0
12/23/1979,,1979,Other,Takeoff/Landing Incident,Landing/Approach,"Menari, Papua New Guinea",Port Morsbey,Maanari,16,14,2,16,14,2,0
1/2/1980,,1980,Other,Other/Undetermined,En route/Cruise,Haiti,Port au Prince,Cape Haitien,9,8,1,9,8,1,0
1/11/1980,123,1980,Cessna,Other/Undetermined,Takeoff/Initial Climb,Over the Atlantic Ocean,Shreveport,Baton Rouge,2,1,1,2,1,1,0
1/14/1980,1400,1980,Cessna,Weather Related,Other/Unknown,"Shungnak, Alaska","Ambler, AK","Kobuk, AK",9,8,1,7,6,1,0
1/21/1980,1910,1980,Boeing,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Elburz Mtns., near Tehran, Iran",Babol Sar,Tehran,128,120,8,128,120,8,0
1/23/1980,,1980,Other,Weather Related,Landing/Approach,"Mt. Cemonyet,  Indonesia",Bandung,Jakarta,13,10,3,13,10,3,0
2/3/1980,,1980,Other,Other/Undetermined,Other/Unknown,"Baracoa, Cuba",Moa,Baracoa,37,33,4,1,1,0,0
2/21/1980,850,1980,Other,Other/Undetermined,Other/Unknown,"Leeville, Louisiana","Leeville, LA","Grand Isle, LA",7,6,1,6,6,0,0
2/21/1980,1909,1980,Other,Takeoff/Landing Incident,Landing/Approach,"Sydney, NSW, Australia",Sydney,Tomora,13,12,1,13,12,1,0
2/27/1980,600,1980,Boeing,"Weather Related, Pilot/Human Error, Mechanical/System Failure, Fire/Smoke Onboard",On Ground,"Manila, Philippines",Taipei,Manila,135,124,11,2,2,0,0
3/14/1980,1100,1980,Ilyushin,"Pilot/Human Error, Mechanical/System Failure, Takeoff/Landing Incident",Landing/Approach,"Near Warsaw, Poland",New York City,Warsaw,87,77,10,87,77,10,0
3/21/1980,1949,1980,Other,Mechanical/System Failure,On Ground,"Houston, Texas",Houston,Brownwood,10,8,2,7,5,2,0
3/21/1980,,1980,Other,Pilot/Human Error,Other/Unknown,"Off Macae, Brazil",,,14,,,14,,,0
4/12/1980,2040,1980,Boeing,"Weather Related, Mechanical/System Failure, Takeoff/Landing Incident",Landing/Approach,"Florianopolis, Brazil",Sao Paulo,Florianopolis,58,50,8,55,47,8,0
4/14/1980,2005,1980,Antonov,Takeoff/Landing Incident,Takeoff/Initial Climb,"	Krasnoyarsk, Russia",Krasnoyarsk,Yeniseisk,53,49,4,2,2,0,0
4/25/1980,1321,1980,Boeing,Other/Undetermined,Landing/Approach,"Tenerife, Canary Islands",Manchester,Tenerife,146,138,8,146,138,8,0
6/2/1980,,1980,Other,Other/Undetermined,Other/Unknown,"Near Yachiba, Bolivia",Cochabamba-Yacuiba,,13,10,3,13,10,3,0
6/8/1980,1532,1980,Other,"Intentional Act/Attack, Fire/Smoke Onboard",Other/Unknown,"Near Matala, Angola",Jamba-Lubango,,29,25,4,29,25,4,0
6/12/1980,1344,1980,Other,Weather Related,Other/Unknown,"Near Dushanbe, Russia",Leningrad,Dushanbe,29,25,4,29,25,4,0
6/12/1980,1546,1980,Other,"Weather Related, Pilot/Human Error, Mechanical/System Failure",Other/Unknown,"Valley, Nebraska","Appleton, WI","Minneapolis, MN,",15,13,2,13,11,2,0
6/27/1980,2059,1980,Douglas/McDonnell Douglas,"Weather Related, Fire/Smoke Onboard",Other/Unknown,"Tyrrhenian Sea,  off Ustica, Italy",Bologna,Palermo,81,77,4,81,77,4,0
7/8/1980,39,1980,Tupolev,"Weather Related, Takeoff/Landing Incident",Takeoff/Initial Climb,"Near Alma-Ata, Kazakhstan, USSR",Alma Ata,Simferopol,166,156,10,166,156,10,0
8/1/1980,,1980,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Cerro Lilio, Mexico","Lima, Peu","Mexico City, Mexico",7,0,7,3,0,3,0
8/6/1980,1740,1980,Other,Weather Related,Other/Unknown,"Houma, Louisiana",Oil Platform SS-224,Houma LA,13,12,1,13,12,1,0
8/7/1980,300,1980,Tupolev,Other/Undetermined,On Ground,"Nouadhibou, Mauretania",Bucurest,Nouadhibou,168,152,16,1,1,0,0
8/19/1980,1908,1980,Lockheed,"Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Riyadh, Saudi Arabia",Riyadh,Jeddah,301,287,14,301,287,14,0
8/26/1980,629,1980,Other,Other/Undetermined,Other/Unknown,"Near Jakarta, Indonesia",Banjarmasin-Sjamsudin Noor,Jakarta,37,31,6,37,31,6,0
9/10/1980,,1980,Douglas/McDonnell Douglas,Other/Undetermined,En route/Cruise,"Puerto Olaya, Colombia",Barranquilla,Bogota,3,0,3,3,0,3,0
9/12/1980,2058,1980,Douglas/McDonnell Douglas,"Weather Related, Mechanical/System Failure",Other/Unknown,"Off Freeport, Bahamas",West Palm Beach,Freeport Grand Bahama Islands,34,30,4,34,30,4,0
11/19/1980,725,1980,Boeing,"Weather Related, Pilot/Human Error, Takeoff/Landing Incident",Landing/Approach,"Seoul, South Korea",Los Angeles-Anchorage-Séoul,,226,212,14,15,9,6,0
11/24/1980,,1980,Douglas/McDonnell Douglas,Weather Related,Landing/Approach,"Near Medellin, Colombia",Bogota-Medellin,,20,3,17,20,3,17,0
11/28/1980,2135,1980,Douglas/McDonnell Douglas,"Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Pecos City, Texas",,,2,0,2,2,0,2,0
12/5/1980,,1980,Other,Weather Related,Other/Unknown,"Dar es Salaam, Tanzania",Dodoma,Dar es Salaam,10,9,1,10,9,1,0
12/21/1980,1423,1980,Other,"Intentional Act/Attack, Fire/Smoke Onboard, Explosion/Decompression",Other/Unknown,"Near Rio Hacha, Colombia",Rio Hacha,Medellin,70,63,7,70,63,7,0
12/23/1980,2312,1980,Lockheed,Other/Undetermined,Other/Unknown,"Qatar, Qatar",Dhahran,Karachi,291,271,20,2,2,0,0
1/20/1981,1127,1981,Other,"Weather Related, Mechanical/System Failure, Fire/Smoke Onboard",Landing/Approach,"Spokane, Washington",Moses Lake,Spokane,9,7,2,7,5,2,0
2/11/1981,1840,1981,Lockheed,"Weather Related, Mechanical/System Failure",Other/Unknown,"White Plains, New York","White Plains, NY","Toronto, Canada",8,6,2,8,6,2,0
2/22/1981,1120,1981,Other,Pilot/Human Error,Other/Unknown,"Avalon, California","San Pedro, CA","Avalon, CA",8,7,1,2,2,0,0
2/24/1981,,1981,Embraer,Weather Related,Landing/Approach,"Belem, Brazil",Tucurui,Belem,14,12,2,11,9,2,0
3/26/1981,,1981,Antonov,"Mechanical/System Failure, Takeoff/Landing Incident",Landing/Approach,"Redzikowo, Poland",Varsovie-Slupsk,,52,47,5,1,1,0,0
4/6/1981,,1981,Douglas/McDonnell Douglas,Weather Related,On Ground,"Laguna Soliz, Bolivia",,,7,4,3,7,4,3,0
4/7/1981,1136,1981,Other,"Weather Related, Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Cincinnati, Ohio",Cincinnati,Detroit,2,0,2,1,0,1,0
4/17/1981,1601,1981,Cessna,Other/Undetermined,Takeoff/Initial Climb,"Loveland, Colorado","Denver, CO","Gillette, WY",19,15,4,15,12,3,0
4/28/1981,745,1981,Douglas/McDonnell Douglas,Other/Undetermined,Landing/Approach,"Pekanbaru, Indonesia",Singapour-Pekanbaru,,17,13,4,15,11,4,0
4/28/1981,1231,1981,Antonov,Other/Undetermined,Other/Unknown,"	Batagay, Russia",Batagay,Lazo,12,10,2,12,10,2,0
5/7/1981,1053,1981,Other,Weather Related,Landing/Approach,"Rio de la Plata, Argentina",Tucuman,Buenos Aires,31,26,5,31,26,5,0
5/16/1981,,1981,Lockheed,Intentional Act/Attack,Other/Unknown,"Near Menongue, Angola",,,4,0,4,4,0,4,0
5/21/1981,,1981,Other,Other/Undetermined,Other/Unknown," Pinarete Mountain, Mexico",Puerto Escondido-Oaxaca,,24,21,3,24,21,3,0
5/22/1981,1500,1981,Bombardier/De Havilland,Weather Related,Other/Unknown,"Near Zumba, Ecuador",Quito-Macara,,18,15,3,18,15,3,0
6/14/1981,1622,1981,Ilyushin,Other/Undetermined,On Ground,"Ust-Barguzin, Russia",Ulan,Severomuysk,48,44,4,48,44,4,0
6/26/1981,1811,1981,Other,Other/Undetermined,Other/Unknown,"Nailstone, England",London,East Midlands,3,0,3,3,0,3,0
7/18/1981,1544,1981,Other,Other/Undetermined,Other/Unknown,"Near Yerevan, Armenia","Tehran, Iran","Larnaca, Cyprus",4,1,3,4,1,3,0
7/20/1981,,1981,Fokker,"Weather Related, Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Takeoff/Initial Climb,"Mogadishu, Somalia",Mogadishu- Hargeisa,,50,44,6,50,44,6,0
7/24/1981,,1981,Bombardier/De Havilland,"Weather Related, Collision",Other/Unknown,Madagascar,Toamasina-Andapa,,19,17,2,19,17,2,0
7/25/1981,,1981,Douglas/McDonnell Douglas,Mechanical/System Failure,On Ground,"Caruru, Colombia",,,9,5,4,5,5,0,0
7/27/1981,,1981,Douglas/McDonnell Douglas,"Weather Related, Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Chihuahua, Mexico",Monterey,Chihuahua,66,60,6,32,30,2,0
8/22/1981,1000,1981,Boeing,"Mechanical/System Failure, Explosion/Decompression",Other/Unknown,"Near Sanyi, Miao-li, Taiwan",Taipei,Kaohsiung,110,104,6,110,104,6,0
8/27/1981,1545,1981,Other,Other/Undetermined,Other/Unknown,"Mt. Elena, Colombia",Florence,Neiva,50,44,6,50,44,6,0
8/29/1981,2030,1981,Other,"Fire/Smoke Onboard, Collision",Landing/Approach,"Zeya, Russia",Chita,Zeya,34,29,5,3,1,2,0
9/2/1981,,1981,Embraer,Other/Undetermined,En route/Cruise,"Paipa, Colombia",Paipa,Cartagena,22,19,3,21,18,3,0
10/1/1981,1500,1981,Other,Other/Undetermined,Other/Unknown,"Casper, Wyoming","Casper, WY","McAllen, TX",3,1,2,3,1,2,0
10/6/1981,1712,1981,Fokker,Other/Undetermined,Other/Unknown,"Moerdijk, Netherlands",Rotterdam,Eindhoven,17,13,4,17,13,4,0
10/15/1981,,1981,Cessna,Other/Undetermined,Other/Unknown,"Kufstein, Austria",Salzbourg-Olbia,,9,,,9,,,0
10/26/1981,1824,1981,Lockheed,Other/Undetermined,En route/Cruise,"St. Thomas, U.S. Virgin Islands",Saint Croix,Saint Thomas,5,2,3,5,2,3,0
10/31/1981,,1981,Bombardier/De Havilland,Takeoff/Landing Incident,Takeoff/Initial Climb,"Bafoussam, Cameroon",,,24,22,2,1,1,0,0
11/8/1981,,1981,Douglas/McDonnell Douglas,Explosion/Decompression,Landing/Approach,"Sierra de Guerro, Mexico",Acapulco,Guadalajara,18,12,6,18,12,6,0
11/16/1981,1930,1981,Tupolev,"Weather Related, Mechanical/System Failure",Landing/Approach,"Norilsk, Russia",Krasnoyarsk,Norilsk,167,160,7,99,95,4,0
11/19/1981,,1981,Other,Takeoff/Landing Incident,Takeoff/Initial Climb,"Biratnagar, Nepal",Biratnagar-Katmandou,,10,9,1,10,9,1,0
11/30/1981,,1981,Douglas/McDonnell Douglas,"Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Castries, Saint Lucia Island",Castries-Miami,,3,0,3,3,0,3,0
12/1/1981,853,1981,Douglas/McDonnell Douglas,Weather Related,Landing/Approach,"Mt. San Pietro, near Ajaccio, Corsica, France",Ljubljana,Ajaccio,180,173,7,180,173,7,0
12/5/1981,1908,1981,Other,Other/Undetermined,Other/Unknown,"Honolulu, Hawaii","Haliive, HI","Honolulu, HI",12,11,1,11,10,1,0
12/16/1981,,1981,Other,Other/Undetermined,Other/Unknown,"Kuala Belait, Brunei",,,12,,,12,,,0
12/18/1981,1306,1981,Bombardier/De Havilland,Other/Undetermined,On Ground,"Near Covenas, Colombia",Medellin-Monteria-Covenas,,13,11,2,13,11,2,0
1/7/1982,,1982,Other,Other/Undetermined,On Ground,"Near Gelendzhik, USSR",Novorossiysk,Sukhumi,18,16,2,18,16,2,0
1/13/1982,1601,1982,Boeing,"Weather Related, Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Washington, D.C.",Washington D.C.,"Fort Lauderdale, FL",79,74,5,74,70,4,4
1/23/1982,1936,1982,Douglas/McDonnell Douglas,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Logan Airport,  Boston, Massachusetts",Newark,Boston,212,200,12,2,2,0,0
1/25/1982,,1982,Antonov,Mechanical/System Failure,Other/Unknown,"Constanta, Romania",Training,,7,0,7,7,0,7,0
2/9/1982,,1982,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Mt. Ipao, Philippines",Manila,Sicogon,32,29,3,3,1,2,0
2/9/1982,847,1982,Douglas/McDonnell Douglas,"Weather Related, Mechanical/System Failure",Landing/Approach,"Tokyo, Japan",Fukuoka,Tokyo,174,166,8,24,24,0,0
2/19/1982,,1982,Douglas/McDonnell Douglas,Other/Undetermined,On Ground,"Cerro el Tablazo, Colombia",,,4,0,4,4,0,4,0
2/21/1982,1533,1982,Bombardier/De Havilland,"Weather Related, Maintenance Issues, Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Providence, Rhode Island",New York City,Bridgeport,12,10,2,1,1,0,0
3/11/1982,1326,1982,Bombardier/De Havilland,Intentional Act/Attack,Other/Unknown,"Mehamn, Norway",Berlevag,Mehamn,15,13,2,15,13,2,0
3/19/1982,1030,1982,Other,"Weather Related, Collision",On Ground,"Leesburg, Florida",None,,3,2,1,3,2,1,0
3/20/1982,,1982,Fokker,Weather Related,On Ground,"Branti Airport, Indonesia",Bogota-Saravena,,27,23,4,27,23,4,0
3/26/1982,,1982,Other,Weather Related,Other/Unknown,"Queate, Colombia",Villavicencio,Bogota,21,15,6,21,15,6,0
4/11/1982,1735,1982,Other,Weather Related,Other/Unknown,"Near Tanana, Alaska",Banddanack,Fairbanks,3,2,1,3,2,1,0
4/26/1982,1645,1982,Other,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Near Yangshuo, Guangxi, China",Guangzhou,Guilin,112,104,8,112,104,8,0
4/30/1982,,1982,Other,Other/Undetermined,Other/Unknown,Gulf of Thailand,,,13,,,13,,,0
5/9/1982,,1982,Bombardier/De Havilland,Other/Undetermined,Landing/Approach,"Off Aden, Yemen",Mukalla,Aden,49,45,4,47,45,2,0
5/25/1982,,1982,Boeing,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Brazilia, Brazil",Sao Paulo,Brasilia,118,112,6,2,2,0,0
5/28/1982,,1982,Other,Other/Undetermined,Other/Unknown,"Off Natuma Island, Indonesia",,,10,,,10,,,0
6/12/1982,,1982,Other,"Weather Related, Collision",Landing/Approach,"Tabatinga, Brazil",Eirunepe,Tabatinga,44,40,4,44,40,4,0
6/24/1982,2044,1982,Boeing,"Weather Related, Mechanical/System Failure",Landing/Approach,"Mount Galunggung, Indonesia",Kuala Lampur,Perth,257,247,10,0,0,0,0
6/28/1982,1049,1982,Other,Mechanical/System Failure,En route/Cruise,"Southern Belarus, USSR",Leningrad,Kiev,132,124,8,132,124,8,0
7/3/1982,,1982,Cessna,Other/Undetermined,Unknown,"Oganda, Gabon",Booué-Ndjolé-Libreville,,12,,,12,,,0
7/9/1982,1609,1982,Boeing,"Weather Related, Collision",Landing/Approach,"Kenner, Louisiana",New Orleans,Las Vegas,145,138,7,145,138,7,8
7/11/1982,,1982,Other,"Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Jolo, Philippines",Jolo-Kota Kinabalu,,30,25,5,4,3,1,0
8/11/1982,,1982,Boeing,"Intentional Act/Attack, Explosion/Decompression",Landing/Approach,Pacific Ocean,Tokyo,Honolulu,285,270,25,1,1,0,0
8/12/1982,,1982,Bombardier/De Havilland,Weather Related,On Ground,"Mindat, Myanmar",,,8,5,3,8,5,3,0
8/14/1982,1707,1982,Tupolev,Collision,On Ground,"Sukhumi, Georgia, USSR",Sukhumi,Kutaisi,11,9,2,11,9,2,0
9/1/1982,,1982,Bombardier/De Havilland,Other/Undetermined,Other/Unknown,"Near Valladolid, Ecuador",Zumba,Loja,44,41,3,44,41,3,0
9/4/1982,,1982,Other,Weather Related,Landing/Approach,"Rio Branco, Brazil",Porto Velho,Rio Branco,10,8,2,10,8,2,0
9/13/1982,1200,1982,Douglas/McDonnell Douglas,Takeoff/Landing Incident,Takeoff/Initial Climb,"Near Malaga, Spain",Malaga,New York City,394,381,13,50,47,3,0
9/29/1982,1923,1982,Ilyushin,"Mechanical/System Failure, Takeoff/Landing Incident, Collision",Landing/Approach,"Luxembourg, Luxembourg",Moscou-Luxembourg-La Havane-Lima,,77,66,11,7,,,0
11/17/1982,,1982,Other,Other/Undetermined,Other/Unknown,Off Taiwan,,,15,,,15,,,0
11/29/1982,,1982,Antonov,Takeoff/Landing Incident,Landing/Approach,"Lubango, Angola",,,15,9,6,15,9,6,0
11/29/1982,,1982,Bombardier/De Havilland,Weather Related,Other/Unknown,"Quetame, Colombia",San Jose del Guaviare,BogotÃ¡,22,20,2,22,20,2,0
12/7/1982,1907,1982,Other,Other/Undetermined,Landing/Approach,"Near Pueblo, Colorado","Sante Fe, NM","Pueblo, CO",2,0,2,2,0,2,0
12/9/1982,1327,1982,Other,"Mechanical/System Failure, Loss of Control In-Flight (LOC-I)",Landing/Approach,"La Serena, Chile",Santiago,La Serena,46,42,4,46,42,4,0
12/23/1982,2044,1982,Antonov,Takeoff/Landing Incident,Takeoff/Initial Climb,"Rostov-on-Don, Russia",Rostov-on-Don,Krasnovodsk,16,0,16,16,0,16,0
12/24/1982,1710,1982,Ilyushin,Fire/Smoke Onboard,Other/Unknown,"Guangzhou, China",Changsha-Canton,,69,58,11,25,25,0,0
1/9/1983,,1983,Other,"Weather Related, Mechanical/System Failure",Landing/Approach,"Brainerd, Minnesota",Minneapolis-St Paul,Brainerd,33,30,3,1,1,0,0
1/11/1983,250,1983,Douglas/McDonnell Douglas,Weather Related,Takeoff/Initial Climb,"Detroit, Michigan",Detroit,Los Angeles,3,0,3,3,0,3,0
1/16/1983,2230,1983,Boeing,Weather Related,On Ground,"Ankara, Turkey",Paris-Tripoli-Istanbul-Ankara,,67,60,7,47,47,0,0
3/9/1983,,1983,Other,Other/Undetermined,Other/Unknown,"Off Macae, Brazil",,,11,,,11,,,0
3/10/1983,,1983,Bombardier/De Havilland,Weather Related,Takeoff/Initial Climb,"Near Shach Goan, Afghanistan",Uruzgan-Kaboul,,19,17,2,19,17,2,0
3/11/1983,700,1983,Douglas/McDonnell Douglas,"Weather Related, Takeoff/Landing Incident",Landing/Approach,Barquisimeto Venezuela,Caracas,Barquisimeto,50,45,5,23,22,1,0
3/30/1983,514,1983,Other,Takeoff/Landing Incident,Landing/Approach,"Newark, New Jersey",Chicago,Newark,2,0,2,2,0,2,0
4/7/1983,1455,1983,Other,"Weather Related, Loss of Control In-Flight (LOC-I)",Other/Unknown,"Selawik, Alaska",Nome,Ambler,3,2,1,2,1,1,0
4/16/1983,,1983,Other,Mechanical/System Failure,Takeoff/Initial Climb,"Near Khartoum, Sudan",Khartoum-Monrovia,,9,6,3,8,5,3,9
4/19/1983,1809,1983,Other,Other/Undetermined,Landing/Approach,"Leninakan, Russia",Nalchik,Leninakan,21,17,4,21,17,4,0
4/19/1983,720,1983,Other,Collision,Other/Unknown,"Near Toba, Japan",Training,,14,,,14,,,0
4/29/1983,1510,1983,Other,"Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Guayaquil, Ecuador",Guayaquil,Quito,100,94,6,8,7,1,0
5/5/1983,915,1983,Lockheed,"Mechanical/System Failure, Maintenance Issues, Takeoff/Landing Incident",Landing/Approach,"En route Miami, FL - Nassau, Bahamas","Miami, FL","Nassau, Bahamas",172,162,10,0,0,0,0
6/2/1983,850,1983,Fokker,Other/Undetermined,En route/Cruise,"Tanjung Karang, Indonesia",Bandar Lampung-Djakarta,,61,57,4,3,1,2,0
6/2/1983,1920,1983,Douglas/McDonnell Douglas,"Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Cincinnati International Airport, Covington/Hebron, Kentucky",Dallas-Fort Worth,Toronto,46,41,5,23,23,0,0
6/8/1983,1355,1983,Lockheed,"Mechanical/System Failure, Explosion/Decompression",Landing/Approach,"Near Cold Bay, Alaska","Cold Bay, Alaska","Seattle, Washington",15,10,5,0,0,0,0
6/21/1983,,1983,Bombardier/De Havilland,Other/Undetermined,Other/Unknown,"Niela, Mali",,,7,5,2,7,5,2,0
7/1/1983,,1983,Ilyushin,Other/Undetermined,Other/Unknown,"Labe, Guinea",Pyongyang,Conakry,23,,,23,,,0
7/11/1983,740,1983,Boeing,Other/Undetermined,Other/Unknown,"Near Cuenca, Azuay, Ecuador",Quito,Cuenca,119,111,8,119,111,8,0
7/16/1983,,1983,Other,Other/Undetermined,Other/Unknown,"Off Scilly Islands, UK",Penzance,Scilly Islands,26,23,3,20,19,1,0
8/17/1983,1227,1983,Other,Other/Undetermined,Other/Unknown,"Grand Canyon, Arizona","Las Vegas, NV","Grand Canyon, AZ",10,9,1,10,9,1,0
